Issuer,RIC,Exchange,TRBC Sector,GICS Sector,Market Cap (USD),Price to Book Ratio,% Price Change Year To Date,% Price Change Relative to Index YTD,% Price Change Relative to Sector YTD,% Price Change 1Y
Dominion Energy Inc,D,NYSE Consolidated,Electric Utilities (NEC),"Utilities, Multi-Utilities",55548039735,1.977362,7.885305,11.355201,-2.490963,16.860788
Hong Kong Exchanges and Clearing Ltd,0388.HK,The Stock Exchange of Hong Kong Ltd,Financial & Commodity Market Operators & Service Providers (NEC),"Financials, Financial Services, Capital Markets, Financial Exchanges & Data",65025584203,9.450155,-1.521099,-0.883254,-2.141548,16.618245
Guidewire Software Inc,GWRE.K,NYSE Consolidated,Enterprise Software,"Information Technology, Software & Services, Software, Application Software",13593449957,9.32828,-20.118402,-17.549184,3.361346,-8.772229
Pultegroup Inc,PHM,NYSE Consolidated,Homebuilding (NEC),"Consumer Discretionary, Consumer Durables & Apparel, Household Durables, Homebuilding",22901353370,1.763618,1.645915,4.915135,6.326704,17.904837
Sany Heavy Industry Co Ltd,600031.SS,Shanghai Stock Exchange,Construction Machinery,"Industrials, Capital Goods, Machinery, Construction Machinery & Heavy Transportation Equipment",28400501696,2.720679,0.757217,-2.357633,-6.267958,6.237525
Lloyds Banking Group PLC,LLOY.L,London Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",73221092904,1.161749,-4.132736,-7.213692,2.107592,37.851288
Dynatrace Inc,DT,NYSE Consolidated,Cloud Computing Services,"Information Technology, Software & Services, Software, Application Software",11449860266,4.368262,-11.42132,-8.572379,14.614778,-18.871513
Packaging Corp of America,PKG,NYSE Consolidated,Paper Packaging (NEC),"Materials, Containers & Packaging, Paper & Plastic Packaging Products & Materials",19136273013,4.161869,4.010086,7.355345,5.380838,11.701297
Expeditors International of Washington Inc,EXPD.K,NYSE Consolidated,"Courier, Postal, Air Freight & Land-based Logistics (NEC)","Industrials, Transportation, Air Freight & Logistics",19030949298,8.078911,-4.33528,-1.258431,-10.63147,22.371019
Hanmi Semiconductor Co Ltd,042700.KS,Korea Exchange - KSE,Semiconductor Machinery Manufacturing,"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductor Materials & Equipment",19504368774,44.640436,139.795918,84.16194,67.082205,235.714286
Yum! Brands Inc,YUM,NYSE Consolidated,Quick Service Restaurants,"Consumer Discretionary, Consumer Services, Hotels, Restaurants & Leisure, Restaurants",44339392852,--,6.028556,9.438735,4.877116,4.549602
First Citizens BancShares Inc (Delaware),FCNCA.O,NASDAQ Global Select Consolidated,Banks (NEC),"Financials, Banks, Diversified Banks",20886234117,1.011619,-17.619212,-13.383287,-5.500078,1.686883
Amcor PLC,AMCR.K,NYSE Consolidated,Plastic Containers & Packaging,"Materials, Containers & Packaging, Paper & Plastic Packaging Products & Materials",18745193643,--,-2.709832,0.419295,-1.427642,-15.742471
Bank of Montreal,BMO.TO,The Toronto Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",95834860877,1.519824,4.431978,1.771046,5.890765,35.856079
Williams-Sonoma Inc,WSM,NYSE Consolidated,Home Furnishings Retailers (NEC),"Consumer Discretionary, Consumer Discretionary Distribution & Retail, Specialty Retail, Homefurnishing Retail",21487334172,10.029473,0.783918,4.025415,8.774383,9.03859
Evercore Inc,EVR,NYSE Consolidated,Investment Banking & Brokerage Services (NEC),"Financials, Financial Services, Capital Markets, Investment Banking & Brokerage",11252253837,5.538682,-21.16385,-18.628256,-9.646171,38.375032
WEC Energy Group Inc,WEC,NYSE Consolidated,Electric Utilities (NEC),"Utilities, Multi-Utilities",38201105213,2.806099,11.274417,14.853317,0.572188,11.644943
Zoom Communications Inc,ZM.O,NASDAQ Global Select Consolidated,Software (NEC),"Information Technology, Software & Services, Software, Application Software",21834816252,2.226167,-14.126782,-9.71128,11.114095,2.588952
China Tourism Group Duty Free Corp Ltd,601888.SS,Shanghai Stock Exchange,Duty Free Shops,"Consumer Discretionary, Consumer Discretionary Distribution & Retail, Specialty Retail, Other Specialty Retail",21858670065,2.758566,-22.493655,-24.889718,-20.104665,17.981326
"Costar Group, Inc",CSGP.O,NASDAQ Global Select Consolidated,Online Services (NEC),"Real Estate, Real Estate Management & Development, Real Estate Services",18315581722,2.197694,-35.113028,-31.776615,--,-42.16596
Lingyi iTech (Guangdong) Co,002600.SZ,Shenzhen Stock Exchange,Electronic Equipment & Parts (NEC),"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Components",15276611537,5.29762,-7.593308,-13.423805,--,48.962656
Safran SA,SAF.PA,Euronext Paris,Aircraft Parts Manufacturing,"Industrials, Capital Goods, Aerospace & Defense",145376029302,12.514161,2.353732,5.432418,2.872723,24.194206
Prudential Financial Inc,PRU,NYSE Consolidated,Life & Health Insurance (NEC),"Financials, Insurance, Life & Health Insurance",32016000000,0.986991,-18.497519,-15.876169,-10.468777,-12.414318
Lens Technology Co Ltd,300433.SZ,Shenzhen Stock Exchange,Electronic Components,"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Components",23702790316,3.418508,4.096465,-2.471611,--,22.226532
Exact Sciences Corp,EXAS.O,NASDAQ Capital Market Consolidated,Bio Diagnostics & Testing,"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Biotechnology",19770292013,8.234012,1.979126,7.222774,-2.242635,140.636617
ICICI Bank Ltd,ICBK.NS,National Stock Exchange of India,Corporate Banks,"Financials, Banks, Diversified Banks",97248442229,3.075444,-6.560429,5.46102,--,0.379985
Mettler-Toledo International Inc,MTD,NYSE Consolidated,Scientific & Precision Equipment,"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Life Sciences Tools & Services",23856558935,--,-15.812049,-13.104326,-23.166189,-2.350269
Constellation Brands Inc,STZ,NYSE Consolidated,Brewers (NEC),"Consumer Staples, Food, Beverage & Tobacco, Beverages, Distillers & Vintners",26035900815,3.783188,8.828646,12.328883,3.390069,-17.319236
Flex Ltd,FLEX.O,NASDAQ Global Select Consolidated,Electronic Equipment & Parts (NEC),"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Manufacturing Services",23327072108,4.663549,5.00662,10.405939,12.194253,88.768224
Crown Castle Inc,CCI,NYSE Consolidated,Specialized REITs (NEC),"Real Estate, Equity Real Estate Investment Trusts (REITs), Specialized REITs, Telecom Tower REITs",38143081036,--,-1.575335,1.590281,-3.588375,-8.013461
Goertek Inc,002241.SZ,Shenzhen Stock Exchange,Electronic Components,"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Manufacturing Services",13002780042,2.691312,-12.321615,-17.853775,--,-5.478424
Datang International Power Generation Co Ltd,601991.SS,Shanghai Stock Exchange,Independent Power Producers (NEC),"Utilities, Independent Power and Renewable Electricity Producers, Independent Power Producers & Energy Traders",10670044624,1.146814,35.816619,31.617927,28.435306,66.901408
Medline Inc,MDLN.O,NASDAQ Global Select Consolidated,"Medical Equipment, Supplies & Distribution (NEC)","Health Care, Health Care Equipment & Services, Health Care Equipment & Supplies, Health Care Supplies",54465728861,5.072714,-1.285714,3.79006,9.221792,--
Standard Chartered PLC,STAN.L,London Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",45898172505,0.872141,-15.120746,-17.848572,-9.595665,33.549223
Okta Inc,OKTA.O,NASDAQ Global Select Consolidated,IT Services & Consulting (NEC),"Information Technology, Software & Services, IT Services, Internet Services & Infrastructure",14002448697,2.000636,-8.453799,-3.746599,--,-25.761981
Anhui Jianghuai Automobile Group Corp Ltd,600418.SS,Shanghai Stock Exchange,Auto & Truck Manufacturers (NEC),"Consumer Discretionary, Automobiles & Components, Automobiles, Automobile Manufacturers",16083692197,9.725513,-0.989899,-4.050738,-7.893258,48.425197
Marubeni Corp,8002.T,Tokyo Stock Exchange,Diversified Industrial Goods Wholesale,"Industrials, Capital Goods, Trading Companies & Distributors",58277160587,2.558472,28.440156,20.6517,7.191967,134.521812
"Zimmer Biomet Holdings, Inc",ZBH,NYSE Consolidated,"Medical Equipment, Supplies & Distribution (NEC)","Health Care, Health Care Equipment & Services, Health Care Equipment & Supplies, Health Care Equipment",18234766772,1.436068,3.647687,6.98129,18.350313,-13.358743
Church & Dwight Co Inc,CHD,NYSE Consolidated,Household Products (NEC),"Consumer Staples, Household & Personal Products, Household Products",23136862057,5.781036,16.577221,20.326675,9.742702,-10.942055
Woodward Inc,WWD.O,NASDAQ Global Select Consolidated,Aerospace & Defense (NEC),"Industrials, Capital Goods, Aerospace & Defense",21270942059,8.288273,18.02064,24.089125,10.378235,101.74149
Societe Generale SA,SOGN.PA,Euronext Paris,Banks (NEC),"Financials, Banks, Diversified Banks",55025739385,0.68607,-6.69383,-3.887284,-4.45983,61.146017
EMCOR Group Inc,EME,NYSE Consolidated,Construction & Engineering (NEC),"Industrials, Capital Goods, Construction & Engineering",31614113929,8.604953,16.038183,19.770299,-12.419064,90.365226
Clorox Co,CLX,NYSE Consolidated,Household Products (NEC),"Consumer Staples, Household & Personal Products, Household Products",13382524996,41.690109,9.768918,13.299397,3.333546,-24.681865
Glencore PLC,GLEN.L,London Stock Exchange,Diversified Mining,"Materials, Metals & Mining, Diversified Metals & Mining",80437469230,2.06993,27.511991,23.414046,12.88989,65.861462
Manulife Financial Corp,MFC.TO,The Toronto Stock Exchange,Life & Health Insurance (NEC),"Financials, Insurance, Life & Health Insurance",56086145097,1.770299,-7.905297,-10.251875,-1.185467,11.95122
Deutsche Telekom AG,DTEGn.DE,Xetra,Integrated Telecommunications Services (NEC),"Communication Services, Telecommunication Services, Diversified Telecommunication Services, Integrated Telecommunication Services",186640172354,2.629725,20.498915,25.859656,1.408752,-1.419698
Insmed Inc,INSM.O,NASDAQ Global Select Consolidated,Bio Therapeutic Drugs,"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Biotechnology",30069489492,40.690752,-19.846012,-15.724587,-23.16425,85.826562
Xylem Inc,XYL,NYSE Consolidated,Industrial Machinery & Equipment (NEC),"Industrials, Capital Goods, Machinery, Industrial Machinery & Supplies & Components",29147791631,2.539006,-11.969452,-9.138141,-12.724104,-0.92562
Public Service Enterprise Group Inc,PEG,NYSE Consolidated,Multiline Utilities,"Utilities, Multi-Utilities",41759492664,2.459044,4.271482,7.625148,-5.757213,5.003762
Gd Power Development Co Ltd,600795.SS,Shanghai Stock Exchange,Fossil Fuel Electric Utilities,"Utilities, Independent Power and Renewable Electricity Producers, Independent Power Producers & Energy Traders",13216570502,1.62014,0.992063,-2.130047,-4.496617,20.902613
Chaozhou Three-circle Group Co Ltd,300408.SZ,Shenzhen Stock Exchange,Electronic Components,"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Components",15287002425,5.285637,19.759563,12.203207,--,42.311688
Amrize AG,AMRZ.K,NYSE Consolidated,Construction Materials (NEC),"Materials, Construction Materials",30744154221,2.318913,2.718195,6.021903,18.972093,--
Tyson Foods Inc,TSN,NYSE Consolidated,Meat Processing,"Consumer Staples, Food, Beverage & Tobacco, Food Products, Packaged Foods & Meats",21237403229,1.17431,2.900034,6.20959,-5.120873,0.533333
TransUnion,TRU,NYSE Consolidated,Professional Information Services (NEC),"Industrials, Commercial & Professional Services, Professional Services, Research & Consulting Services",13472370000,3.034864,-18.425656,-15.801994,-8.183413,-13.051585
XCMG Construction Machinery Co Ltd,000425.SZ,Shenzhen Stock Exchange,Construction Machinery,"Industrials, Capital Goods, Machinery, Construction Machinery & Heavy Transportation Equipment",19344704997,2.240426,-2.331606,-8.494096,--,22.934783
Viking Holdings Ltd,VIK,NYSE Consolidated,Guided Tour Operators,"Consumer Discretionary, Consumer Services, Hotels, Restaurants & Leisure, Hotels, Resorts & Cruise Lines",30456102184,27.844866,-4.327125,-1.250015,0.758422,74.285714
ING Groep NV,INGA.AS,Euronext Amsterdam,Banks (NEC),"Financials, Banks, Diversified Banks",74995425308,1.321849,-6.309871,-11.021222,-2.871544,22.910064
AXA SA,AXAF.PA,Euronext Paris,Life & Health Insurance (NEC),"Financials, Insurance, Multi-line Insurance",91408845571,1.603244,-6.494141,-3.681589,-4.255359,-1.186791
WW Grainger Inc,GWW,NYSE Consolidated,Industrial Machinery & Equipment Wholesale,"Industrials, Capital Goods, Trading Companies & Distributors",50829564090,13.605344,6.430801,9.853917,3.246954,12.626633
T Rowe Price Group Inc,TROW.O,NASDAQ Global Select Consolidated,Investment Management & Fund Operators (NEC),"Financials, Financial Services, Capital Markets, Asset Management & Custody Banks",19319078299,1.778904,-13.469428,-9.020126,4.790454,-3.74837
Deckers Outdoor Corp,DECK.K,NYSE Consolidated,Footwear (NEC),"Consumer Discretionary, Consumer Durables & Apparel, Textiles, Apparel & Luxury Goods, Footwear",14305718077,5.692656,-2.787692,0.338931,11.991727,-13.892686
FirstEnergy Corp,FE,NYSE Consolidated,Electric Utilities (NEC),"Utilities, Electric Utilities",29567046089,2.363473,14.272951,17.948292,4.275514,30.710271
Hologic Inc,HOLX.O,NASDAQ Global Select Consolidated,Advanced Medical Equipment & Technology (NEC),"Health Care, Health Care Equipment & Services, Health Care Equipment & Supplies, Health Care Equipment",16770157263,3.322205,0.845751,6.031123,15.150917,23.756178
Tianshan Aluminum Group Co Ltd,002532.SZ,Shenzhen Stock Exchange,Aluminum (NEC),"Materials, Metals & Mining, Aluminum",12574391847,3.219075,15.327565,8.050851,--,98.299681
Nucor Corp,NUE,NYSE Consolidated,Iron & Steel (NEC),"Materials, Metals & Mining, Steel",37236594060,1.778592,0.226841,3.45042,-0.171334,26.18092
West Pharmaceutical Services Inc,WST,NYSE Consolidated,"Medical Equipment, Supplies & Distribution (NEC)","Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Life Sciences Tools & Services",16972335890,5.343934,-14.421749,-11.66931,-11.278987,5.242927
Samsung Heavy Industries Co Ltd,010140.KS,Korea Exchange - KSE,Shipbuilding (NEC),"Industrials, Capital Goods, Machinery, Construction Machinery & Heavy Transportation Equipment",18096443810,7.257041,27.385892,-2.168339,-6.164089,118.039773
China National Uranium Co Ltd,001280.SZ,Shenzhen Stock Exchange,Uranium (NEC),"Industrials, Capital Goods, Trading Companies & Distributors",27098423855,17.445205,47.734734,38.413256,--,--
Constellation Software Inc,CSU.TO,The Toronto Stock Exchange,Enterprise Software,"Information Technology, Software & Services, Software, Application Software",38991920864,9.138018,-23.545163,-25.493236,-0.392111,-45.467626
BAE Systems PLC,BAES.L,London Stock Exchange,Aerospace & Defense (NEC),"Industrials, Capital Goods, Aerospace & Defense",91445623474,5.954005,34.597433,30.271778,17.814003,45.048727
TPG Inc,TPG.O,NASDAQ Global Select Consolidated,Investment Management,"Financials, Financial Services, Capital Markets, Asset Management & Custody Banks",15559026466,13.127576,-36.56015,-33.298147,-23.172927,-12.996778
China Hongqiao Group Ltd,1378.HK,The Stock Exchange of Hong Kong Ltd,Primary Aluminum Production,"Materials, Metals & Mining, Aluminum",50388875309,3.210727,21.152667,21.93737,24.699836,167.388363
Wesco International Inc,WCC,NYSE Consolidated,Electric Equipment Wholesale,"Industrials, Capital Goods, Trading Companies & Distributors",12462803050,2.476907,4.688522,8.055601,1.556795,61.593791
Fanuc Corp,6954.T,Tokyo Stock Exchange,Industrial Machinery & Equipment (NEC),"Industrials, Capital Goods, Machinery, Industrial Machinery & Supplies & Components",37629363320,3.476561,0.312295,-5.770522,-3.752716,43.938679
Fortive Corp,FTV,NYSE Consolidated,Industrial Machinery & Equipment (NEC),"Industrials, Capital Goods, Machinery, Industrial Machinery & Supplies & Components",16707518241,2.588948,-1.70259,1.458933,-2.545256,0.303589
GSK plc,GSK.L,London Stock Exchange,Pharmaceuticals (NEC),"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Pharmaceuticals",109209295322,5.043454,11.318169,7.740657,5.79365,35.490327
Dover Corp,DOV,NYSE Consolidated,Industrial Machinery & Equipment (NEC),"Industrials, Capital Goods, Machinery, Industrial Machinery & Supplies & Components",27503351040,3.714056,4.450932,7.81037,3.555515,15.156135
